Environment,Domain Name,Service Type,Plan Name,Case Search Enabled,Linked Domain Names,Keep,Reason
production,abdoul-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,iita-fcms-nigeria,NOT_SET,CommCare Paused Edition,,franks-test,FALSE,
production,campaign-sierra-leone,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,lauren-eby-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,lauren-eby,FALSE,
production,co-elbert,,,,,FALSE,
production,nj-covid-integrations,,,,,FALSE,
production,ethan-test-stuff,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,polio-template-app,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,tcb-it,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ush-migration-c,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,supporters-ok-sickle-cell,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,mada-linked-test,,,,ymtest,FALSE,
production,senegal-arch-3-study,PRODUCT,CommCare Paused Edition,,,FALSE,
production,co-lahd,,,,,FALSE,
production,2fa-kai-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,camden-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-dutchess-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-tompkins-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-prowers,,,,,FALSE,
production,ny-onondaga-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,campaign-milda-guinea,INTERNAL,Trial Internal Enterprise Plan,,hl-test,FALSE,
production,c19-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ush-migration-b2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,bha-auto-tests,SANDBOX,Enterprise Plan for State of Colorado: Capacity and Central Registries,True,,TRUE,has upstream keep
production,ush-migration-d,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-greene-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-westchester-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,sampleproject-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,vt-prod,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,az-pima-health-staging,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"az-pima-health-uat,az-pima-health-prod",FALSE,
production,fh-ethiopia-dev,PRODUCT,CommCare Paused Edition,,"mypractice,fh-ethiopia-psnp,fh-ethiopia-training,fh-ethiopia-2",FALSE,
production,ny-erie-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,hungry-hippo-anthony-noel,,,,,FALSE,
production,shubhamgoyaltest,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,lauren-eby,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ccc-chc-1,PRODUCT,CommCare Paused Edition,True,"charles-sandbox,c-wins-chc",FALSE,
production,notresante-guinee-academy,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,dms-colombia,PRODUCT,Discounted Custom Advanced Plan for dms-colombia - Pay Annually,,,FALSE,
production,ny-sullivan-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,nick-demo,,,,nick-test,FALSE,
production,second-project-6,,,,,FALSE,
production,ny-monroe-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,indiana-mch-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-nassau-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-transfers-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,philly-covid19-dev,,,,"lil-phil-test,https://staging.commcarehq.org/a/covid-philly-staging/",FALSE,
production,mobiledemo,,,,,FALSE,
production,co-baca,,,,,FALSE,
production,analytics-test-env,INTERNAL,Dimagi Only CommCare Enterprise Edition,,"analytics-test-big-bird,analytics-test-bert,analytics-test-cookie-mon,analytics-test-count,analytics-test-kermit",FALSE,
production,co-clearcreek,,,,,FALSE,
production,gorongosa-staging,PRODUCT,CommCare Paused Edition,,,FALSE,
production,wv-sahel-cameroon,,,,,FALSE,
production,aashima-test,,,,,FALSE,
production,geospatial-widget-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,inddex-vietnam,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,"inddex-test,inddex,inddex-vietnam-lang-vie",TRUE,has downstream keep
production,laboratory,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-jefferson-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,casesearch-3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
production,qa-automation-prod,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,qa domain
production,navajo-covid19-staging,PRODUCT,CommCare Paused Edition,,,FALSE,
production,qa-automation,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,TRUE,qa domain
production,smk,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,care-coordination-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,crusher,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-albany-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,franks-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,axis-advocacy,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-summit,,,,,FALSE,
production,ush-migration-c2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-performance-cdcms,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-teller,,,,,FALSE,
production,hackett-wood,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-cortland-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,somerville-regional-phdms,IMPLEMENTATION,Enterprise Premier Plan for City of Somerville,True,,TRUE,production domain
production,ops_summit-1,,,,,FALSE,
production,ny-cayuga-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-dolores,,,,,FALSE,
production,nj-covid-dev,,,,"https://staging.commcarehq.org/a/covid-nj-staging/,nj-covid-assignment-test",FALSE,
production,charles-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-orleans-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,schmidt-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,schmidt-staging,FALSE,
production,anthony-sandbox,PRODUCT,CommCare Free Edition,,,FALSE,
production,vectorlink-uganda,PRODUCT,CommCare Paused Edition,,,FALSE,
production,co-carecoordination,IMPLEMENTATION,US State: Enterprise Premier,True,,TRUE,production domain
production,projectx-dd,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,test-push-caktus,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-conejos,,,,,FALSE,
production,wv-sahel-car,,,,,FALSE,
production,navajo-covid19-dev,PRODUCT,CommCare Paused Edition,True,"nana-data-migration-test,navajo-covid19-loadtestin,https://staging.commcarehq.org/a/covid-navajo-staging/,navajo-covid19-staging,chw-covid-response-team",FALSE,
production,ny-columbia-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-hamilton-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-pitkin,,,,,FALSE,
production,ush-new-project-template,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,chc-nm-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-routt,,,,,FALSE,
production,co-obh,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,upstream-test-domain,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,downstream-test-domain,FALSE,
production,wm-location-import-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,has upstream keep
production,ny-broome-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,nj-covid-bergen,,,,,FALSE,
production,ccc-readers-test,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
production,kai-2025,INTERNAL,Dimagi Only CommCare Enterprise Edition,,nile-special,FALSE,
production,ny-performance-cdcms-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,nj-covid-mercer,,,,,FALSE,
production,co-sjbph,,,,,FALSE,
production,erm-downstream,INTERNAL,qa_erm,True,,FALSE,
production,farid-test,,,,https://staging.commcarehq.org/a/farid-remote-test/,FALSE,
production,ny-stlawrence-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,survivorcare-ss3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,survivorcare,FALSE,
production,ush-migration-transfer,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-wayne-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ccc-chc-master,IMPLEMENTATION,Enterprise Plan for CommCare Connect,,"ccc-chc-ahti-2024-25,ccc-chc-ruwoyd-2024-25,ccc-chc-henike,ccc-chc-rwyd-2024-25,ccc-chc-afdic,ccc-chc-infinitym-2024-25,ccc-chc-isodaf-2024-25,ccc-chc-jhf-2024-25,ccc-chc-ppfnnew,ccc-chc-cefdrc,ccc-chc-jesuislenfant,ccc-chc-apsvcar,ccc-chc-cnrsc,mapping-experiments,ccc-chc-focus1000sl,ccc-chc-chwcn,ccc-chc-munafampatiesl,ccc-chc-ppf-2024-25,ccc-chc-kyetumeug,ccc-chc-chauganda,ccc-chc-zegcawis-2024-25,ccc-chc-cowacdi-2024-25,ccc-chc-eha-c-2024-25",FALSE,
production,uss-snezhana-onboarding,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,bp-test-domain,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-chaffee,,,,,FALSE,
production,analytics-test-bert,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,nj-covid-salem,,,,,FALSE,
production,tc-monkeypox-staging,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,campagne-mali,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,chc-solina,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,fh-ethiopia-2,PRODUCT,Discounted Custom Advanced Plan for Food for the Hungry - Pay Annually,,,FALSE,
production,analytics-test-cookie-mon,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,inddex24-dev,SANDBOX,Custom Sandbox Plan for Tufts,,,FALSE,
production,cdc-pods-chad,INTERNAL,Dimagi Only CommCare Enterprise Edition,,cdc-pods-chad-prod,FALSE,
production,jamaica-vax-training,PRODUCT,CommCare Paused Edition,,,TRUE,has upstream keep
production,jason-test3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,wv-sahel,,,,,FALSE,
production,ny-steuben-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-chautauqua-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-sandbox,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ccc-chc-ppf-2024-25,IMPLEMENTATION,CommCare Paused Edition,,,FALSE,
production,co-carecoordination-perf,SANDBOX,Enterprise Plan for State of Colorado: Capacity and Central Registries,True,,TRUE,has upstream keep
production,nj-covid-training,,,,,FALSE,
production,initial-test-project,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,school-monitoring-test-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-wyoming-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ccc-chc-solina-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
production,jason-test2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,vectorlink-ivorycoast,PRODUCT,CommCare Paused Edition,,,FALSE,
production,dawkins-tests,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,rti-guinne,INTERNAL,CommCare Paused Edition,,,FALSE,
production,uss-julia-onboarding,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-saratoga-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-seneca-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,marissaharrison-test-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,beh-health-demo,,,,,FALSE,
production,co-northeast,,,,,FALSE,
production,wv-sahel-niger,,,,,FALSE,
production,inddex-test-perf,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ccc-chc-cowacdi-2024-25,INTERNAL,Enterprise Plan for Connect - test spaces,,,FALSE,
production,ccc-nigeria-experiments,IMPLEMENTATION,Enterprise Plan for CommCare Connect,,,FALSE,
production,gherceg,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ed-citelum,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ny-orange-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-carecoordination-sand,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,connect-2,INTERNAL,Enterprise Plan for Connect - test spaces,,"ccc-nigeria-experiments,ccc-nigeria-testing,ccc-mozambique,connect-testing,connect-experiments",FALSE,
production,ny-allegany-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,ny-livingston-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,irc-gavi-reach,PRODUCT,CommCare Enterprise Edition - IRC - Pay Monthly,,,FALSE,
production,id-cict,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,commcare-learning-3,INTERNAL,Dimagi Only CommCare Enterprise Edition,,bugs-1,FALSE,
production,co-alamosa,,,,,FALSE,
production,test-20190731,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,test-20190731-linked,FALSE,
production,inddex-upload-test-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ush-cjw-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,casesearch-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,TRUE,qa domain
production,test-20190731-linked,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-test-statewide,,,,,FALSE,
production,trenton-health,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,case-search-and-claim,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,gh747-team-ihc,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,analytics-test-big-bird,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,pmievolve-sierra-leone,IMPLEMENTATION,Grouped Advanced Plan for Abt Associates - Prevention of Malaria,,,FALSE,
production,testshiv-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,jdlp,NOT_SET,Dimagi Only CommTrack Enterprise Edition,,,FALSE,
production,nj-covid-hunterdon,,,,,FALSE,
production,ny-washington-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,co-uat,,,,,FALSE,
production,co-jackson,,,,,FALSE,
production,nick-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,schmidt-staging,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,lambdentest-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,"sandbox-5,calc-practice-challenge",FALSE,
production,co-ochd,,,,,FALSE,
production,ccc-chc-devpronet-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
production,campaign-togo-1,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,vectorlink-sierra-leone,PRODUCT,CommCare Paused Edition,,,FALSE,
production,vaccine-education,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,vectorlink-ethiopia,PRODUCT,CommCare Paused Edition,,,FALSE,
production,ccc-chc-2,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-custer,,,,,FALSE,
production,commcare-tests,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ccc-chc-isodaf-2024-25,PRODUCT,CommCare Paused Edition,,,FALSE,
production,campaign-madagascar,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,True,,TRUE,production domain
production,coope,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,test-project-432,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,hungry-hippo-braxton,TRUE,has upstream keep
production,vee-2,PRODUCT,CommCare Community Edition (With ERM),,,FALSE,
production,ush-dedupe-template,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ff-analysis-livhu,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,colorado-xpath-training,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,co-gunnison,,,,,FALSE,
production,teama,PRODUCT,CommCare Free Edition,,,FALSE,
production,erm-upstream,INTERNAL,qa_erm,True,erm-downstream,FALSE,
production,campagne-benin,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,ny-oneida-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,summit-hunt,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,inddex-multi-vn,PRODUCT,CommCare Paused Plan,,,FALSE,
production,benin-template-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,campaign-angola,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,cfs-performance-test-ucr,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,edss-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,ush-migration-a2,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,wv-sahel-cameroon-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,nj-performance,,,,,FALSE,
production,co-montrose,,,,,FALSE,
production,ny-rockland-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,solina-nigeria,PRODUCT,CommCare Paused Edition,,,FALSE,
production,amit-learning-project,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,us-monkeypox-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,co-ouray,,,,,FALSE,
production,uss-matt-onboarding,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,campaign-guinea,IMPLEMENTATION,CommCare Enterprise Plan for Gates Foundation: WHO AFRO Polio Campaign III,,,FALSE,
production,co-montezuma,,,,,FALSE,
production,ny-yates-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,ny-warren-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,nphcda-echis-dev,PRODUCT,CommCare Paused Edition,True,"nphcda-echis-training,tj-test2,nphcda-echis",FALSE,
production,kate-pearce-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,ny-state-covid19,IMPLEMENTATION,CommCare Paused Edition,,ny-training-covid19,FALSE,
production,pa-ddap-demo,INTERNAL,Dimagi Only CommCare Enterprise Edition,True,,FALSE,
production,nj-covid-integrations-2,,,,,FALSE,
production,ny-tioga-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,mruga-sample-apps,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,wv-sahel-chad-dev,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,inddex,PRODUCT,CommCare Community Edition (With ERM),True,"inddex-bf,inddex-vietnam",TRUE,production domain
production,webuserrestore,,,,,FALSE,
production,cooper-test,NOT_SET,Dimagi Only CommConnect Enterprise Edition,,,FALSE,
production,test-a,,,,,FALSE,
production,frener,,,,,FALSE,
production,ny-rensselaer-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,sujukwa-chc,IMPLEMENTATION,CommCare Paused Edition,,ccc-test-space,FALSE,
production,rectest,NOT_SET,Dimagi Only CommTrack Enterprise Edition,True,,FALSE,
production,ny-integrations-cdcms,IMPLEMENTATION,CommCare Paused Edition,True,,FALSE,
production,jason_howell_test_system,,,,,FALSE,
production,michel-test,INTERNAL,Dimagi Only CommCare Enterprise Edition,,experimentations-ma,FALSE,
production,ny-viaduct-state-cdcms,PRODUCT,CommCare Paused Edition,True,,FALSE,
production,vee-test-1,INTERNAL,Dimagi Only CommCare Enterprise Edition,,,FALSE,
production,gorongosa-project,PRODUCT,CommCare Paused Edition,,,FALSE,
production,co-elpaso,,,,,FALSE,
